trigger_num,name,ra,dec,lii,bii,day_trigger,time,seconds_trigger,error_radius,earth_angle,overwrite,overwritten,max_cts_64,threshold_64,flux_64,flux_64_error,flux_64_time,max_cts_256,threshold_256,flux_256,flux_256_error,flux_256_time,max_cts_1024,threshold_1024,flux_1024,flux_1024_error,flux_1024_time,t50,t50_error,t50_start,t90,t90_error,t90_start,fluence_1,fluence_1_error,fluence_2,fluence_2_error,fluence_3,fluence_3_error,fluence_4,fluence_4_error,comments_quality,comments_otherobs,comments_general,comments_position,comments_duration
3256,4B 941023-,354.02,56.52,112.63,-4.84, 9648,49648.51071,44125.361, 1.01,80.39,N,N,   1.403,  55,  1.8920,  0.2190,   1.1520,   2.534, 110,  1.7630,  0.1080,   1.6000,   4.491, 242,  1.6700,  0.0540,   1.7280,  60.160, 1.032,    3.584,  96.576, 8.384,    0.576,0.0000012014,0.000000045201,0.0000011622,0.000000038732,0.0000017832,0.000000090945,0,0.00000043494,,,"Electron precipitation at T -600s in LAD 3,7",,
3257,4B 941026-,205.96,-6.53,325.48,54.03, 9651,49651.11986,10355.633, 0.47,113.06,N,N,   2.384,  49,  3.2090,  0.2740,   4.0320,   4.371,  99,  3.0630,  0.1330,   4.0320,   7.162, 198,  2.9250,  0.0660,   4.2880,  22.592, 0.326,    5.568,  63.616, 0.834,    1.536,0.0000015613,0.000000039302,0.0000022702,0.000000032718,0.0000084091,0.0000001002,0.000002365,0.00000069299,,Ulysses rate increase,,,
3259,4B 941026-,109.06,33.56,184.37,19.4, 9651,49651.92419,79850.162, 0.85,131.67,N,N,,,  2.2760,  0.2280,   4.8640,,,  2.0630,  0.1110,   5.2480,,,  1.9660,  0.0550,   5.6960,  15.168, 0.453,    4.736,  48.448, 1.669,    1.152,0.00000077419,0.00000002561,0.000001195,0.000000025528,0.0000043248,0.000000072092,0.000007631,0.00000086198,Data gap during burst accumulation interval,Ulysses rate increase,Phosphorescence spike at T +30s in LAD 1,,Data gap from T+128 to T+548 s.
3266,4B 941031-,66.19,81.15,130.56,21.64, 9656,49656.03267, 2822.322, 5.76,77.81,N,N,,,  2.7010,  0.2650,   0.1280,,,  1.3820,  0.1110,   0.1280,,,  0.4710,  0.0480,   0.4480,   0.144, 0.023,   -0.006,   0.610, 0.233,   -0.320,0.0000000034849,0.000000003526,0.000000013241,0.000000003887,0.00000011108,0.000000010959,0.00000014112,0.000000088084,Data gap during burst accumulation interval,,Occultation set at T -120s in LAD 5 from Crab,,
3267,4B 941031-,39.66,-57.29,278.2,-54.39, 9656,49656.19617,16948.913, 3.49,111.67,N,N,,,  0.6470,  0.1750,   6.9760,,,  0.4510,  0.0850,   5.6960,,,  0.3800,  0.0420,   5.7600,  18.240, 2.788,    3.328,  54.336,11.916,   -2.288,0.00000022631,0.000000020804,0.00000038074,0.000000022094,0.0000010367,0.000000061706,0.00000068047,0.00000058156,Data gap during burst accumulation interval,,,,Data gap starting at T+148 s.
3269,4B 941031-,217.27,-24.16,329.84,33.56, 9656,49656.4736,40918.641, 1.13,86.38,N,N,,,  8.3650,  0.3440,   3.7760,,,  6.1720,  0.1520,   3.8400,,,  4.1590,  0.0660,   4.5440,   4.352, 0.630,    1.472,  13.888, 0.516,    0.192,0.00000030462,0.000000012263,0.00000041968,0.000000014415,0.0000030032,0.000000049591,0.000013523,0.00000084022,Data gap during burst accumulation interval,Ulysses rate increase,,,Data gap from T+58 to T+179 s.
3273,4B 941101,236.64,59.28,92.3,46.08, 9657,49657.85796,74127.538, 3.09,90.71,N,N,,,  1.8190,  0.2180,   0.1280,,,  1.5850,  0.1060,   0.1920,,,  0.9460,  0.0520,  83.1360,,,,,,,0.0000011614,0.00000004806,0.0000011097,0.000000042384,0.0000025745,0.00000010196,0.0000010673,0.00000077855,Data gap during burst accumulation interval; High Voltage off at T +116s,,Electron precipitation at T +90s in all LADs,,"Data gap starting at T+114 s.; Visual duration estimate of ~ 94 s, based on DISCSC data."
3276,4B 941109,36.62,66.59,132.19,5.44, 9665,49665.00043,   36.785, 4.31,106.73,N,N,,,  1.4240,  0.1940,   0.0000,,,  1.2670,  0.0960,   0.1280,,,  0.9940,  0.0470,   0.5760,   6.176, 3.083,   -5.376,  20.192, 2.347,  -11.520,0.000000081546,0.00000002068,0.00000030433,0.00000002144,0.00000062257,0.000000055412,0.000001768,0.00000054489,Data gap during burst accumulation interval,,Occultation rise at T +40s in LAD 7 from Crab,,Data gap from T+131 to T+262 s.; Includes significant pre-trigger emission.
3278,4B 941110-,123.79,-38.14,255.63,-1.81, 9666,49666.19751,17064.625,11,149.07,N,N,   0.687,  45,  0.7510,  0.1870,   0.0640,   1.178,  90,  0.6350,  0.0900,   0.1920,   2.005, 180,  0.4590,  0.0440,   0.2560,   0.768, 0.264,   -0.704,   1.408, 7.648,   -1.152,0.0000000042657,0.0000000079446,0.000000025633,0.0000000087915,0.00000011156,0.000000023676,0.0000013592,0.0000002851,,,Electron precipitation at T +500s in all LADs; Electron precipitation at T +800s in all LADs,,Includes siginificant pretrigger emission.
3279,4B 941110-,303.08,13.51,54.53,-11.1, 9666,49666.61656,53270.961, 3.60,171.3,N,N,,,  1.2820,  0.1890,   0.7680,,,  1.1650,  0.0930,   0.8960,,,  1.0080,  0.0460,   0.9600,  27.008, 0.320,    0.256,  41.056, 1.954,   -7.936,0.0000009427,0.000000041488,0.00000085435,0.000000034674,0.0000011908,0.000000090541,0,0.00000082526,Data gap during burst accumulation interval,,"Noisy background due to CYG X-1 in LAD 1,5",,
3280,4B 941111,97.54,32.65,181.33,10.17, 9667,49667.09723, 8400.561, 9.55,155.72,N,N,   0.624,  45,  0.5120,  0.1660,  -0.5120,-999,  90,  0.3890,  0.0800,  -0.5120,   1.050, 180,  0.3280,  0.0400,  -0.0640,   1.344, 0.202,   -0.704,   3.392, 1.346,   -1.088,0.000000021647,0.0000000058278,0.00000002359,0.0000000060561,0.000000084655,0.000000015269,0.000000019299,0.000000111,,,,,
3282,4B 941113,197.82,86.19,122.55,30.92, 9669,49669.13429,11602.994, 4.19,78.66,N,N,,,  3.0600,  0.2240,   0.0000,,,  0.9680,  0.0870,   0.1280,,,  0.2570,  0.0390,   0.5760,   0.034, 0.008,   -0.050,   0.078, 0.014,   -0.062,0.0000000034415,0.0000000015911,0.0000000097276,0.000000001743,0.000000048094,0.0000000048846,0.00000009472,0.000000043037,Data gap during burst accumulation interval,,,,
3283,4B 941114,98.04,35.41,178.98,11.73, 9670,49670.08517, 7358.386, 2.65,121.04,N,N,,,  2.9040,  0.2310,   0.2560,,,  2.5740,  0.1130,   0.3200,,,  1.9840,  0.0520,   0.9600,   9.152, 0.286,    1.280,  45.824, 1.409,    0.128,0.00000033225,0.000000014873,0.00000045495,0.000000014549,0.0000010779,0.000000037523,0.0000013835,0.000000402,Data gap during burst accumulation interval,KONUS/WIND rate increase,,,
3284,4B 941115,159.96,-27.89,270.47,26.56, 9671,49671.26586,22970.289, 7.16,134.17,N,N,,,  1.1920,  0.2090,  -0.1920,,,  1.0300,  0.1040,   0.0000,,,  0.6660,  0.0500,   0.6400,   1.152, 0.264,   -0.192,   5.056, 1.180,   -0.512,0.000000014262,0.00000001062,0.000000039291,0.000000010714,0.00000017544,0.000000030463,0.00000016146,0.00000025538,Data gap during burst accumulation interval,,Electron precipitation at T -300s in all LADs,,
3286,4B 941116,125.94,-59.46,274.33,-12.44, 9672,49672.8059,69630.129,14.4,141.11,N,N,   1.574,  54,  0.9040,  0.2880,   0.0000,   1.056, 108,  0.7190,  0.1370,   0.1280,   0.782, 198,  0.1680,  0.0640,   0.7040,   1.216, 0.143,   -1.088,   2.368, 0.580,   -1.280,0,0.000000016673,0.0000000054083,0.000000009234,0.000000050701,0.000000023679,0.0000013418,0.00000063622,,,,,
3287,4B 941119,182.5,21.98,239.35,79.27, 9675,49675.81308,70250.162, 0.42,105.67,N,N,,,  7.7140,  0.3200,  22.2080,,,  6.6920,  0.1510,  22.2080,,,  4.6610,  0.0670,  27.3920,   7.680, 0.091,   19.968,  33.408, 1.154,    5.120,0.0000020868,0.000000037548,0.0000022544,0.000000028957,0.0000068434,0.000000070929,0.000010181,0.0000006918,Data gap during burst accumulation interval,"Ulysses rate increase, TGRS/WIND, KONUS/WIND",Occultation rise at T +800s in LAD 5 from Crab,,
3289,4B 941121-,5.08,-46.6,318.39,-69.58, 9677,49677.39286,33943.217, 4.85,124.1,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval,,,,"Includes significant pretrigger emission.; Visual duration estimate of > 5 s, based on DISCLB data."
3290,4B 941121-,35.45,-66.37,289.54,-48.34, 9677,49677.72567,62697.969, 1.98,125.43,N,N,   8.579,  54, 10.8500,  0.3610,  39.7440,  16.610,  99, 10.7040,  0.1790,  39.8720,  29.514, 216, 10.2560,  0.0880,  40.6400,   3.456, 0.091,   38.336,  43.648, 0.264,    2.944,0.0000029866,0.000000026916,0.0000032049,0.000000024991,0.0000068947,0.000000066983,0.0000044107,0.00000062377,,"Ulysses, TGRS/WIND, KONUS/WIND",,,
3291,4B 941122-,253.78,-6.14,12.97,22.41, 9678,49678.55112,47616.433, 6.43,76.88,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval; Very limited data types available,,Occultation set at T +900s in LAD 3 from CYG X-1,,"Visual duration estimate of > 0.3 s, based on DISCLB and TTE data."
3292,4B 941122-,158.58,32.33,194.61,59.91, 9678,49678.8562,73975.473, 3.99,103.46,N,N,   0.661,  45,  1.0290,  0.1980, 103.9360,   1.056,  90,  0.8020,  0.0960, 102.2080,   1.283, 180,  0.7400,  0.0480, 102.7840,  77.632, 1.930,   24.320, 113.952, 4.845,   -3.072,0.00000066941,0.000000045805,0.0000006582,0.000000036633,0.0000011642,0.000000089918,0.0000058302,0.0000014451,,,,,
3293,4B 941123-,74.55,22.05,179.7,-12.71, 9679,49679.78099,67477.489,12.18,98.68,N,N,   1.311,  45,  2.2830,  0.5810,   0.0000,-999,  90,  1.2720,  0.2530,   0.1280,-999, 198,  0.4560,  0.1370,   0.1280,   0.192, 0.091,   -0.064,   0.256, 0.143,   -0.064,0.000000033543,0.000000029379,0,0.000000012837,0.00000014681,0.000000025731,0.000000027599,0.00000012219,,,Occultation rise at T -450s in LAD 7 from Crab,,High time resolution data not available.
3294,4B 941123-,197.9,-6.2,311.99,56.32, 9679,49679.82677,71433.201, 2.56,138.37,N,N,   2.899,  45,  2.0560,  0.2310,   0.6400,   4.957,  90,  1.6950,  0.1120,   0.7040,   5.121, 198,  1.4270,  0.0540,   0.8960,   1.056, 0.023,    0.371,   2.389, 0.072,   -0.061,0.000000061734,0.000000015716,0.000000064091,0.000000011898,0.00000062769,0.000000032407,0.0000040837,0.00000054725,,,Occultation rise at T -750s in LAD 3 from CYG X-1,,
3295,4B 941125,240.92,-18.48,353.94,24.81, 9681,49681.9198,79470.577, 0.70,72.14,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval,"Ulysses rate increase, KONUS/WIND",Occultation set at T +400s in LAD 0,,"Visual duration estimate of > 14 s, based on DISCLB data."
3296,4B 941126-,13.81,-63.05,302.2,-54.07, 9682,49682.01441, 1245.361, 4.61,87.09,N,N,,,  1.5990,  0.1990,   0.0000,,,  0.6880,  0.0850,   0.0000,,,  0.1650,  0.0380,   0.0000,,,,,,,0.000000019017,0.000000005106,0.000000014116,0.0000000040629,0.000000044231,0.000000011128,0.00000057545,0.00000027741,Data gap during burst accumulation interval,KONUS/WIND rate increase,,,"Data gap from T+27 to T+72 s.; Visual duration estimate of > 18 s, based on DISCLB and TTS data."
3297,4B 941126-,306.49,21.65,63.26,-9.4, 9682,49682.16335,14113.394, 7.47,131.19,N,N,   5.350,  54,  4.4530,  0.3340,   0.1280,   4.141, 108,  2.4300,  0.1380,   0.2560,   2.591, 198,  0.7660,  0.0560,   0.6400,   0.096, 0.023,    0.047,   0.272, 0.023,   -0.017,0.000000018407,0.0000000039546,0.000000029969,0.0000000042055,0.00000014965,0.000000012742,0.00000061387,0.00000016938,,,,,
3298,4B 941126-,264.74,-61.3,331.2,-15.49, 9682,49682.51529,44521.137, 0.23,86.97,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval,"Ulysses, TGRS/WIND, KONUS/WIND, SROSS-C",,,"High time resolution data not available.; Visual duration estimate of > 48 s, based on DISCLB data."
3299,4B 941126-,82.15,-32.98,236.92,-30.81, 9682,49682.70442,60861.618, 1.98,117.5,N,N,,,  1.1300,  0.1900,  -0.7680,,,  0.9410,  0.0940,  -1.3440,,,  0.7530,  0.0470,  -0.0640,,,,,,,0.000000049349,0.0000000049964,0.000000098617,0.0000000052877,0.00000015658,0.000000012517,0,0.000000069716,Data gap during burst accumulation interval,KONUS/WIND rate increase,Electron precipitation at T +800s in all LADs,,"Data gap from T+35 to T+456 s.; Visual duration estimate of > 20 s, based on DISCLB, PREB; and DISCSC data."
3301,4B 941126-,114.17,-32.58,246.8,-5.65, 9682,49682.831,71798.193, 1.73,73.99,Y,N,,,  2.9790,  0.2290,  12.3520,,,  2.8070,  0.1130,  12.5440,,,  2.5210,  0.0540,  12.5440,  12.288, 0.286,    4.800,  36.096, 1.408,   -2.672,0.00000071427,0.000000022889,0.000001132,0.000000024391,0.0000052282,0.000000068486,0.000022572,0.0000010291,Data gap during burst accumulation interval,"Ulysses rate increase, KONUS/WIND",Electron precipitation at T +200s in all LADs,,
3303,4B 941127,69.17,44.97,159.01,-1.55, 9683,49683.60437,52217.777, 1.29,97.48,N,N,,,  3.9720,  0.2460,   6.7840,,,  3.6170,  0.1200,   6.9120,,,  3.1870,  0.0570,   7.6160,,,,,,,0.0000010401,0.000000022452,0.0000011882,0.000000021464,0.0000028297,0.000000052074,0.0000008166,0.00000035051,Data gap during burst accumulation interval,"Ulysses rate increase, KONUS/WIND","Occultation rise at T -300s in LAD 5,6,7 from Crab",,"Data gap from T+39 to T+522 s.; Visual duration estimate of ~ 16 s, based on DISCSC, PREB, DISCLA; and DISCLB data."
3305,4B 941128-,32.72,-72.83,295.04,-43.06, 9684,49684.65066,56217.01, 2.88,125.81,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval,KONUS/WIND rate increase,Electron precipitation at T +500s in LAD 0,,"Visual duration estimate of > 50 s, based on DISCLB and DISCSC data.; Limited pretrigger background due to missing data prior to T-16 s."
3306,4B 941128-,19.57,-33.95,264.32,-81.06, 9684,49684.77878,67286.705, 1.06,162.94,N,N,,,  3.4960,  0.2440,  90.0480,,,  3.2840,  0.1200,  90.2400,,,  2.7460,  0.0570,  90.8160,  72.960, 0.410,   13.632, 108.512, 1.361,   -6.144,0.0000029814,0.00000005017,0.0000029324,0.000000040359,0.0000056391,0.000000096806,0.000004633,0.00000086617,Data gap during burst accumulation interval,Ulysses rate increase,Occultation set at T 300s in LAD 0 from CYG X-1,,
3307,4B 941202,282.98,24.37,54.94,10.75, 9688,49688.14742,12736.69, 5.89,84.02,N,N,,,  1.8460,  0.2020,   0.0000,,,  1.6990,  0.0990,   0.0640,,,  0.8940,  0.0450,   0.3200,  26.400, 1.145,  -14.848,  42.976, 1.280,  -27.136,0.00000072693,0.000000041676,0.00000058243,0.00000002814,0.00000080346,0.000000078312,0.0000016201,0.0000010611,High Voltage off at T +460s,,"Weak emission at T +100s, possibly related to burst",,Includes significant pre-trigger emission.
3308,4B 941203,3.05,-53.85,315.43,-62.32, 9689,49689.71975,62186.673,17.14,90.27,N,N,   4.740,  49,  1.0530,  0.2100,  -0.1280,   0.749,  99,  0.6780,  0.0980,   0.0000,-999, 180,  0.2630,  0.0450,   0.5760,   0.320, 0.091,   -0.192,   0.512, 0.091,   -0.256,0.000000015665,0.0000000048977,0.000000010687,0.0000000034509,0.00000004742,0.0000000095067,0.00000022668,0.00000016099,,,,,High time resolution data not available.
3311,4B 941205,126.25,3.54,220.75,22.38, 9691,49691.34417,29736.625, 7.06,176.27,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval; Very limited data types available,,,,"Visual duration estimate of > 17 s, based on DISCLB data."
3319,4B 941214,220,-54.77,318.24,4.84, 9700,49700.58936,50920.882, 1.17,82.15,N,N,   1.631,  49,  2.2790,  0.2440,   1.0240,   2.589,  99,  2.1070,  0.1210,   1.0240,   2.526, 198,  1.5830,  0.0580,   1.0240, 171.968, 1.026,    1.152, 206.272, 5.889,   -0.128,0.000000081805,0.000000010452,0.00000017383,0.0000000092172,0.00000057123,0.000000026957,0.00000055642,0.00000024689,,,"Weak emission at T +165s, possibly related to burst",,
3320,4B 941215-,134.58,23.4,203.23,37.63, 9701,49701.01818, 1570.482, 0.93,89.13,N,N,   0.983,  49,  1.4470,  0.1940,  22.0800,   1.436,  90,  1.1420,  0.0950,  22.2720,   2.333, 180,  1.1030,  0.0470,  23.0400,  18.752, 0.320,   12.160,  42.624, 1.214,    1.536,0.00000088699,0.000000029415,0.0000017396,0.000000029846,0.0000036397,0.000000075248,0.00000093582,0.00000047204,,,Occultation set at T -400s in LAD 7 from Crab,,
3321,4B 941215-,157.75,-18.08,262.02,33.41, 9701,49701.33947,29330.609, 6.69,117.7,N,N,   1.047,  45,  0.7090,  0.1630,   5.4400,   1.290,  90,  0.5650,  0.0800,   6.4000,   1.583, 180,  0.3990,  0.0390,   6.4000,   7.936, 0.272,    2.496,  22.912, 1.120,   -0.384,0.000000040084,0.0000000092379,0.000000097315,0.000000010193,0.0000004884,0.000000027713,0.00000060432,0.00000026906,,,Occultation set at T -200s in LAD 6 from Crab,,
3322,4B 941217,130.17,-80.37,293.68,-22.41, 9703,49703.16772,14491.314, 6.87,107.06,N,N,,,  0.9610,  0.1800,   4.5440,,,  0.7710,  0.0890,   4.6720,,,  0.6620,  0.0440,   5.0560,  11.360, 1.042,   -5.120,  26.720, 4.845,  -16.384,0.000000075962,0.00000001849,0.00000021349,0.000000016192,0.00000064744,0.00000005106,0.00000020529,0.00000041623,Data gap during burst accumulation interval,,,,
3323,4B 941218,185.7,48.3,135.78,68.11, 9704,49704.48642,42026.993, 5.36,69.65,N,N,   2.327,  45,  1.5810,  0.1940,   0.2560,   2.593,  99,  1.1910,  0.0910,   0.3840,   2.683, 180,  0.5590,  0.0400,   0.5760,   0.176, 0.023,    0.152,   0.448, 0.115,    0.056,0,0.0000000019813,0.000000018105,0.000000003062,0.00000013391,0.000000010239,0.00000037932,0.0000000936,,,Occultation set at T +350s in LAD 4 from CYG X-1,,
3324,4B 941222,28.23,-39.16,260.02,-72.43, 9708,49708.3142,27146.929, 3.16,102.49,N,N,-999,  49,  0.6010,  0.1940,   4.8640,-999,  99,  0.4780,  0.0960,  -0.6400,   4.813, 216,  0.3540,  0.0470,  -0.1280,  15.872, 1.059,    1.216,  37.824, 7.380,   -2.288,0.000000037205,0.000000011641,0.000000098022,0.000000010299,0.00000037018,0.000000031113,0,0.00000024483,,,Occultation set at T +200s in LAD 1 from CYG X-1,,
3325,4B 941224,224.92,46.62,79.23,58.15, 9710,49710.15432,13333.169, 7.16,112.99,N,N,,,  0.5180,  0.1760,  -0.5760,,,  0.3700,  0.0860,  -0.4480,,,  0.2760,  0.0430,   0.0000,,,,,,,0.000000011856,0.0000000047118,0.000000021455,0.0000000046744,0.000000077013,0.000000013021,0.0000002707,0.00000017625,Data gap during burst accumulation interval,,"Occultation rise at T -300s in LAD 0,4 from CYG X-1",,"Visual duration estimate of > 15 s, based on DISCLB data."
3328,4B 941226,138.24,3.91,226.93,33.04, 9712,49712.99478,85949.106, 2.46,161.64,N,N,,,  0.7480,  0.1810,  -0.6400,,,  0.5320,  0.0890,   0.0000,,,  0.4390,  0.0430,   0.0000,,,,,,,0.00000003906,0.00000000587,0.000000043617,0.000000005007,0.000000087649,0.000000011587,0.00000037017,0.00000015854,Data gap during burst accumulation interval; Very limited data types available,,,,"Visual duration estimate of > 25 s, based on DISCLB data."
3330,4B 941228,353.78,-49.23,331.46,-63.46, 9714,49714.31923,27581.233, 1.64,124.67,N,N,   9.035,  45,  8.8180,  0.3410,   4.2880,  13.277,  90,  6.7490,  0.1540,   4.4160,  20.522, 180,  4.7920,  0.0690,   4.9280,  32.576, 0.389,    7.040,  61.952, 1.921,    4.032,0.0000015182,0.000000042929,0.0000016962,0.000000035642,0.0000089963,0.000000090814,0.000034649,0.0000011242,,"Ulysses rate increase, KONUS/WIND",Occultation rise at T +300s in LAD 7 from Crab,,
3333,4B 941229-,72.94,-64.96,275.61,-36.94, 9715,49715.59655,51541.554, 7.63,98.95,N,N,,,  1.7700,  0.2220,   0.0000,,,  0.5180,  0.0930,   0.1280,,,  0.0940,  0.0430,   0.5760,   0.020, 0.006,   -0.039,   0.052, 0.016,   -0.055,0.0000000013013,0.0000000010893,0.0000000053703,0.0000000010662,0.000000019793,0.0000000031931,0.000000012206,0.000000020563,High Voltage off at T +320s,,,,
3334,4B 941229-,255.18,39.99,64.06,37.57, 9715,49715.95207,82258.61, 1.16,83.15,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval,"Ulysses rate increase, KONUS/WIND",Occultation set at T +800s in LAD 0 from CYG X-1,,
3335,4B 941230-,210.67,-2.78,335.58,55.51, 9716,49716.7776,67184.561, 5.77,99.55,N,N,   1.190,  49,  0.7510,  0.1700,   0.0640,   1.434,  99,  0.7340,  0.0850,   0.1280,   1.561, 198,  0.3990,  0.0400,   0.3840,   0.614, 0.066,   -0.576,   1.254, 0.080,   -1.088,0.000000010877,0.0000000060906,0.000000011988,0.0000000051343,0.00000010201,0.000000013018,0.00000055887,0.00000018029,,,,,Includes significant pre-trigger emission.
3336,4B 941230-,172.72,-36.11,285.21,23.97, 9716,49716.8703,75194.034, 1.40,83.19,N,N,,,  1.4720,  0.1870,  49.1520,,,  1.3520,  0.0920,  49.2160,,,  1.0420,  0.0430,  49.7280,  92.096, 0.181,    7.232, 152.800, 1.056,  -20.480,0.0000015352,0.000000041998,0.0000021318,0.00000004378,0.0000071451,0.00000012051,0.0000037883,0.0000010873,Data gap during burst accumulation interval,KONUS/WIND,,,Includes significant pre-trigger emission.
3337,4B 941230-,173.25,39.76,170.12,69.41, 9716,49716.98876,85428.913, 4.33,72.1,N,N,,,  0.8740,  0.1970,   0.7680,,,  0.6840,  0.0950,   0.9600,,,  0.6140,  0.0470,   1.4720,,,,,,,0.0000002692,0.000000016017,0.00000028933,0.000000016234,0.00000056254,0.000000050562,0.00000087002,0.00000069392,Data gap during burst accumulation interval,KONUS/WIND,Phosphorescence spike at T +150s in LAD 4,,"Data gap from T+8 to T+129 s.; Visual duration estimate of > 30 s, based on DISCLB data."
3338,4B 950101,185.69,27.74,205.79,83.61, 9718,49718.0646, 5581.042, 5.51,104.83,N,N,   1.722,  54,  2.6240,  0.2270,   0.0000,-999, 108,  1.1050,  0.0940,   0.0640,-999, 216,  0.2530,  0.0410,   0.5760,   0.040, 0.006,   -0.023,   0.108, 0.016,   -0.055,0.000000007115,0.0000000015023,0.000000015199,0.0000000017987,0.000000042207,0.0000000051074,0,0.000000045723,,,,,
3339,4B 950102-,39.07,-34.94,238.65,-66.31, 9719,49719.11489, 9926.577, 7.63,85.26,N,N,-999,  45,  0.7120,  0.1580,  -0.1920,   1.011,  90,  0.5730,  0.0760,  -0.0640,   0.995, 180,  0.3830,  0.0360,   0.0640,  20.768, 2.319,   -7.424,  51.680, 5.044,  -24.832,0.00000019855,0.000000028725,0.00000020763,0.000000024842,0.00000075357,0.000000066122,0.000006264,0.0000013253,,,Occultation rise at T +250s in LAD 7 from Crab,,Includes significant pre-trigger emission.
3340,4B 950102-,98.16,-3.16,213.61,-5.62, 9719,49719.31699,27387.633, 4.46,75.37,N,N,   2.498,  54,  2.8470,  0.2510,   0.0640,   1.254, 108,  1.9020,  0.1130,   0.2560,   1.991, 198,  0.7960,  0.0490,   0.8320,   0.440, 0.128,    0.032,   1.016, 0.421,   -0.056,0.000000028174,0.0000000035792,0.000000034327,0.0000000036596,0.00000014325,0.000000010573,0.00000033893,0.00000013229,,,Occultation rise at T -450s in LAD 7 from Crab,,
